label,synthetic,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
TEST_OPEN_HAND,False,0.1904856413602829,1.0998505353927612,6.78182686897344e-07,0.25448641180992126,1.012062430381775,-0.04089315980672836,0.2990013062953949,0.8724647164344788,-0.05717036500573158,0.3197728991508484,0.7376013994216919,-0.07007206976413727,0.3363426923751831,0.6295633316040039,-0.0820237323641777,0.21631890535354614,0.690481960773468,-0.025599466636776924,0.22744178771972656,0.5314383506774902,-0.046716880053281784,0.22967076301574707,0.43505632877349854,-0.06558957695960999,0.22815212607383728,0.35681116580963135,-0.07944036275148392,0.15778502821922302,0.6970642805099487,-0.023623304441571236,0.13794614374637604,0.5284380316734314,-0.04038163647055626,0.11986088007688522,0.42987728118896484,-0.05888359248638153,0.10281158238649368,0.355474591255188,-0.07247086614370346,0.10889247059822083,0.7444701194763184,-0.026921572163701057,0.08415612578392029,0.5917795896530151,-0.046209510415792465,0.06481337547302246,0.4999849796295166,-0.06355861574411392,0.0492883026599884,0.4217689335346222,-0.0760454311966896,0.06695915013551712,0.8248621225357056,-0.03400324285030365,0.035336077213287354,0.7351958751678467,-0.054482556879520416,0.014386385679244995,0.682433545589447,-0.06380615383386612,-0.0033537745475769043,0.6327596306800842,-0.06871786713600159
TEST_OPEN_HAND,False,0.19680730998516083,1.0615235567092896,6.898085302964319e-07,0.2595694959163666,0.977824330329895,-0.041390310972929,0.30148687958717346,0.839706301689148,-0.05855323746800423,0.32051461935043335,0.7086921334266663,-0.07219140231609344,0.33633241057395935,0.600849986076355,-0.08523108810186386,0.21836617588996887,0.6647327542304993,-0.031374040991067886,0.23079755902290344,0.5088410377502441,-0.055220600217580795,0.23485159873962402,0.41205260157585144,-0.07514910399913788,0.2350548505783081,0.33378592133522034,-0.08931207656860352,0.16063527762889862,0.6709492802619934,-0.0287530068308115,0.14258231222629547,0.5039657354354858,-0.04762113839387894,0.1252717822790146,0.40579935908317566,-0.06568212062120438,0.10894576460123062,0.3339824676513672,-0.07894033193588257,0.11334154009819031,0.7173975706100464,-0.03131263330578804,0.0892535150051117,0.5706450939178467,-0.051602352410554886,0.07103903591632843,0.48091015219688416,-0.06860120594501495,0.056230925023555756,0.40648365020751953,-0.08087551593780518,0.07409842312335968,0.7940323948860168,-0.0377081036567688,0.042391881346702576,0.7083150148391724,-0.05944844335317612,0.019665569067001343,0.6541789174079895,-0.07029280811548233,-0.0003481656312942505,0.6040304899215698,-0.07624597102403641
TEST_OPEN_HAND,False,0.18452633917331696,1.0759315490722656,7.103740244929213e-07,0.25028765201568604,0.989761471748352,-0.041858840733766556,0.2934338450431824,0.8486655354499817,-0.058207135647535324,0.3169407248497009,0.7125582098960876,-0.07143186032772064,0.3348836600780487,0.6030644178390503,-0.08374963700771332,0.21422822773456573,0.6716373562812805,-0.023181995376944542,0.22741875052452087,0.5138068795204163,-0.04333936423063278,0.2302982062101364,0.4156332314014435,-0.06122305989265442,0.2298886626958847,0.3386337459087372,-0.07441376894712448,0.158029705286026,0.677092432975769,-0.020314807072281837,0.14035248756408691,0.5100691318511963,-0.03628403693437576,0.12347842007875443,0.4105110168457031,-0.05399716645479202,0.10864473134279251,0.3360545039176941,-0.06695965677499771,0.11045588552951813,0.7229305505752563,-0.02328508347272873,0.08473224937915802,0.5719252228736877,-0.042317889630794525,0.0654231533408165,0.48031914234161377,-0.060191962867975235,0.0511927604675293,0.403633713722229,-0.07290227711200714,0.06920535117387772,0.7999120354652405,-0.030272791162133217,0.03497797250747681,0.7126889824867249,-0.051922690123319626,0.010180994868278503,0.6567667126655579,-0.0636507049202919,-0.010614126920700073,0.6040157675743103,-0.07016149908304214
TEST_OPEN_HAND,False,0.1778336763381958,1.0729666948318481,7.311900276363303e-07,0.24481073021888733,0.9881619215011597,-0.04327929764986038,0.2897487282752991,0.8524839878082275,-0.05886334180831909,0.31127798557281494,0.7172204256057739,-0.07090050727128983,0.32800713181495667,0.608427882194519,-0.08171699196100235,0.20631253719329834,0.6722394824028015,-0.020504498854279518,0.22109946608543396,0.5162873268127441,-0.037796806544065475,0.22488579154014587,0.41835668683052063,-0.05378684401512146,0.22491085529327393,0.34112709760665894,-0.0657138079404831,0.14899016916751862,0.6788231134414673,-0.016116799786686897,0.13081392645835876,0.5129100680351257,-0.02865697257220745,0.11459769308567047,0.4144538938999176,-0.04449290409684181,0.09984754770994186,0.3386320173740387,-0.056474409997463226,0.10184981673955917,0.7247006297111511,-0.017832666635513306,0.07743768393993378,0.5785641670227051,-0.034725163131952286,0.0600607693195343,0.4859811067581177,-0.05165247246623039,0.04626518487930298,0.40653589367866516,-0.06397155672311783,0.06085629761219025,0.7995500564575195,-0.02382909320294857,0.02762201428413391,0.7146952152252197,-0.043651364743709564,0.005188614130020142,0.6594764590263367,-0.05431890860199928,-0.013338059186935425,0.6063913106918335,-0.060370564460754395
TEST_OPEN_HAND,False,0.1562255322933197,1.047822117805481,7.454293040609627e-07,0.22185906767845154,0.9569628834724426,-0.04238894209265709,0.2619931697845459,0.8192417025566101,-0.057250019162893295,0.281656414270401,0.6891133189201355,-0.06888441741466522,0.3014668822288513,0.5805933475494385,-0.07932920008897781,0.17942297458648682,0.6469372510910034,-0.015084389597177505,0.19077712297439575,0.496269166469574,-0.030894972383975983,0.1944446861743927,0.40326258540153503,-0.04716048762202263,0.19459176063537598,0.3282983601093292,-0.05945996195077896,0.12393395602703094,0.657511830329895,-0.010373510420322418,0.10345986485481262,0.5017473697662354,-0.020298976451158524,0.08568321168422699,0.40813636779785156,-0.03562072664499283,0.0697636529803276,0.3365462124347687,-0.047470442950725555,0.0784684270620346,0.706864058971405,-0.011949858628213406,0.05495145171880722,0.5661317110061646,-0.026942625641822815,0.03673581779003143,0.4820268452167511,-0.04234371706843376,0.0213739275932312,0.40875786542892456,-0.05370909720659256,0.040943898260593414,0.7854363918304443,-0.01791202463209629,0.014698207378387451,0.708418607711792,-0.036091845482587814,3.49879264831543e-05,0.6681925654411316,-0.04434090107679367,-0.012732923030853271,0.6309235095977783,-0.04851776733994484
TEST_OPEN_HAND,False,0.14838825166225433,1.0367048978805542,7.460707251993881e-07,0.21066923439502716,0.9439193606376648,-0.044259872287511826,0.24984711408615112,0.7997374534606934,-0.0600273460149765,0.2717013955116272,0.6727622151374817,-0.07213779538869858,0.2887532711029053,0.5650497078895569,-0.08302684128284454,0.171301007270813,0.6334711909294128,-0.019840868189930916,0.18417048454284668,0.4862002730369568,-0.038021430373191833,0.18855507671833038,0.3926703929901123,-0.05476081743836403,0.18999804556369781,0.31956738233566284,-0.0666973888874054,0.11714991182088852,0.6448566317558289,-0.015408070757985115,0.09574858844280243,0.4907185137271881,-0.0275926124304533,0.07839523255825043,0.3979799151420593,-0.04241437837481499,0.06290991604328156,0.3273525536060333,-0.053060583770275116,0.07241722196340561,0.6948722004890442,-0.0175258070230484,0.04682055115699768,0.5589691400527954,-0.03551483526825905,0.028919391334056854,0.4740109145641327,-0.051420122385025024,0.013683736324310303,0.3994394540786743,-0.062264543026685715,0.03523055464029312,0.7736667990684509,-0.02405155450105667,0.00979451835155487,0.6998066306114197,-0.04550755023956299,-0.0037850290536880493,0.6581056714057922,-0.05492480844259262,-0.01581384241580963,0.6207951903343201,-0.05928299203515053
TEST_OPEN_HAND,False,0.14020022749900818,1.0019258260726929,7.133405119930103e-07,0.19573870301246643,0.907637357711792,-0.03885085508227348,0.23108729720115662,0.7595803141593933,-0.05114097520709038,0.2500416040420532,0.6340526938438416,-0.06104867905378342,0.269467830657959,0.5314384698867798,-0.06981883198022842,0.1578311026096344,0.6002500057220459,-0.011307178996503353,0.16777613759040833,0.4586663842201233,-0.027532285079360008,0.17129041254520416,0.37148651480674744,-0.04404864087700844,0.17267191410064697,0.3007798492908478,-0.05637673661112785,0.10691922903060913,0.6131951808929443,-0.009367551654577255,0.08598820865154266,0.46312183141708374,-0.019542887806892395,0.07015805691480637,0.3752078115940094,-0.03429820016026497,0.05655777454376221,0.30746784806251526,-0.04571627080440521,0.06531750410795212,0.6631886959075928,-0.014007112011313438,0.03927651792764664,0.5329144597053528,-0.031235458329319954,0.02383815497159958,0.45487743616104126,-0.047056909650564194,0.011181369423866272,0.38538628816604614,-0.0583372563123703,0.02922273427248001,0.7419102787971497,-0.022858591750264168,0.00902557373046875,0.6671465039253235,-0.04336952418088913,0.002074703574180603,0.631241500377655,-0.05217330530285835,-0.004152208566665649,0.5984899997711182,-0.0567728728055954
TEST_OPEN_HAND,False,0.16436880826950073,0.9838986992835999,5.901435429223056e-07,0.21557892858982086,0.8966858386993408,-0.03803852200508118,0.25072047114372253,0.7584800720214844,-0.05359381437301636,0.2710677981376648,0.632527768611908,-0.06716669350862503,0.2872011065483093,0.5316604375839233,-0.08045872300863266,0.18172107636928558,0.5930949449539185,-0.019404975697398186,0.19012631475925446,0.4506542384624481,-0.041858963668346405,0.18970003724098206,0.36482667922973633,-0.06305752694606781,0.18635499477386475,0.2918267250061035,-0.07848181575536728,0.1289791464805603,0.6007850766181946,-0.01854914426803589,0.1102873682975769,0.45457369089126587,-0.03713393583893776,0.09547130763530731,0.3677228093147278,-0.05752665176987648,0.08127829432487488,0.2977164387702942,-0.07265722751617432,0.08348232507705688,0.6434253454208374,-0.02328481711447239,0.053708791732788086,0.5198465585708618,-0.04203895851969719,0.035659149289131165,0.44135087728500366,-0.0570954903960228,0.021893054246902466,0.37253686785697937,-0.06826502084732056,0.04451557248830795,0.7150093913078308,-0.03224914148449898,0.014634273946285248,0.6272441148757935,-0.05024825036525726,-0.0043087005615234375,0.5707495808601379,-0.05769398808479309,-0.01978212594985962,0.5177545547485352,-0.062027741223573685
TEST_OPEN_HAND,False,0.184135302901268,0.9735074639320374,5.7794176200332e-07,0.24022513628005981,0.8862912058830261,-0.03833353891968727,0.27381229400634766,0.7485109567642212,-0.05149921402335167,0.2921087145805359,0.6240134239196777,-0.062116943299770355,0.3077850937843323,0.5233063101768494,-0.0718456506729126,0.20283150672912598,0.5857855677604675,-0.015587643720209599,0.21183837950229645,0.44731879234313965,-0.03284888342022896,0.21211333572864532,0.36069220304489136,-0.05007125809788704,0.20937687158584595,0.2881694734096527,-0.06307175010442734,0.15144138038158417,0.5936486124992371,-0.013201926834881306,0.13273990154266357,0.45134037733078003,-0.02572699449956417,0.11795435845851898,0.3644869327545166,-0.04150601103901863,0.10456003248691559,0.29420027136802673,-0.053791243582963943,0.10747446119785309,0.6352245807647705,-0.016814814880490303,0.08216172456741333,0.5114812850952148,-0.031305842101573944,0.06617423892021179,0.432418555021286,-0.04517759010195732,0.05353797227144241,0.360091894865036,-0.055878281593322754,0.07038314640522003,0.7040923833847046,-0.024867014959454536,0.03839168697595596,0.623965322971344,-0.04086456447839737,0.017347604036331177,0.5724080801010132,-0.04859260469675064,-0.00011883676052093506,0.5212441682815552,-0.053326044231653214
TEST_OPEN_HAND,False,0.22311508655548096,0.9529210925102234,5.45787031569489e-07,0.2748512029647827,0.8631263375282288,-0.032259318977594376,0.3056420087814331,0.7223543524742126,-0.042230427265167236,0.3249015212059021,0.6011943817138672,-0.0508558563888073,0.3392181098461151,0.5101137757301331,-0.05807230621576309,0.2390255630016327,0.5703368186950684,-0.007092227693647146,0.24832609295845032,0.43376868963241577,-0.02069989964365959,0.25018733739852905,0.3481564223766327,-0.03480343148112297,0.24969476461410522,0.28088873624801636,-0.04544133320450783,0.18936550617218018,0.577018678188324,-0.005979530978947878,0.17120017111301422,0.43258577585220337,-0.01504783146083355,0.15563490986824036,0.3466692268848419,-0.026700938120484352,0.14186961948871613,0.28056758642196655,-0.03557154908776283,0.147103413939476,0.6149790287017822,-0.010746887885034084,0.12304934859275818,0.4827629625797272,-0.022610913962125778,0.1083013117313385,0.40518897771835327,-0.03385883569717407,0.09632862359285355,0.3381834328174591,-0.04248042404651642,0.11080753803253174,0.680385172367096,-0.019571449607610703,0.08115123212337494,0.5996005535125732,-0.03451923653483391,0.05882561206817627,0.5466113090515137,-0.04175975173711777,0.0395633727312088,0.49342846870422363,-0.04587680846452713
